Age,Income,AdSpend,ClickThroughRate,WebsiteVisits,TimeOnSite,PreviousPurchases,Gender,CampaignChannel,Conversion
44,107973,4363.889774768142,0.2834532142848552,12,9.367495241283509,0,Male,Referral,1
59,43958,8740.449982978864,0.2753994823941842,24,3.1410596327745486,6,Female,Referral,1
45,109779,8383.984491524046,0.2826393878159118,6,12.561754154488307,3,Female,Social Media,1
33,127713,9419.674374772589,0.0193162929952471,26,9.598918909699371,5,Male,Social Media,1
32,127960,3147.152745589955,0.2164144988108356,14,14.715810565969887,1,Female,PPC,1
64,114520,3932.3311678518417,0.0754988092136491,11,11.056062210688513,3,Male,Email,1
68,122478,285.3889113326469,0.0643902792896396,44,1.81535897967326,4,Male,PPC,1
61,149203,9435.204947728082,0.2420923848937826,32,2.979151166863559,5,Female,SEO,1
69,141835,3360.9619089909615,0.1309676098601351,20,1.1749590102378389,0,Male,Referral,1
20,57538,4101.221833176633,0.2758140219768774,24,11.247050051443615,3,Female,Email,1
54,25833,9087.265653329208,0.0223061763307549,39,2.3389376321483093,1,Female,Social Media,1
68,142893,5313.32445865145,0.2426324405512773,46,10.124628655923578,9,Female,SEO,1
24,43386,5705.127963379232,0.0496819792719527,21,8.553267291850656,0,Male,SEO,0
38,136981,1844.7050976940768,0.0612073884538454,13,9.68281578896813,8,Male,Referral,1
26,120349,5036.734206104679,0.1484319975021047,7,7.875713522347193,0,Male,Social Media,1
56,119341,9190.265148996865,0.1247210828531118,23,0.6889163080524987,1,Female,Email,1
35,91778,5631.309072268467,0.1509899687773146,2,4.171662098102583,8,Female,Social Media,1
21,114240,2625.652009933605,0.282607691389006,11,13.33223663256786,7,Female,Referral,1
42,127955,408.69055493415215,0.2006427913134362,46,13.974394238321404,9,Female,SEO,1
31,44832,3429.387557195273,0.0941897207341801,21,1.9095419310060489,9,Female,Referral,1
67,97857,5768.650049238134,0.060143526572175,15,14.31311612747055,9,Female,PPC,1
26,58930,521.8715548712182,0.1318134197879707,6,10.222627750715883,3,Male,SEO,1
43,52407,6136.946515182446,0.1409758979076439,17,13.877084818207472,1,Male,Referral,1
19,24073,5281.796888469316,0.1843753788708597,44,6.316877102178184,7,Female,Email,1
37,37667,7856.011144749052,0.0871407840265326,22,1.9753031171544753,2,Male,Email,1
45,36035,385.99290549242215,0.2325776816580768,25,4.885572327041508,9,Male,Email,1
64,26732,7830.388713705501,0.0385534711890206,37,10.500381999363016,0,Female,PPC,1
24,75097,5256.682753005258,0.1725314754441897,1,12.030711734034258,1,Female,Social Media,1
61,23487,3768.240394519144,0.1908241794407922,1,1.226773102297375,3,Male,Email,1
25,120488,9657.291465952358,0.0699811585088921,21,7.560799216279875,0,Female,PPC,1
64,77702,1685.183517636925,0.2495432916448901,37,1.4333171818045771,5,Female,Email,1
52,146671,5459.118679001954,0.1884753163102265,41,13.022392911297612,3,Female,PPC,1
31,114961,3277.7165885655363,0.1972594422479121,27,7.406912959253098,5,Male,Email,1
34,132194,5322.115150073824,0.1543456166713971,16,13.76491648066984,4,Male,Social Media,1
53,105107,5567.52698054608,0.2737823229811381,47,1.6393927870019132,3,Female,Referral,1
67,49075,985.5376594059732,0.2112389986314111,17,5.291814779256124,6,Female,Email,1
57,127721,6645.237954491662,0.1207323138197711,1,10.309807280141806,6,Female,Referral,1
21,91031,6381.366809598217,0.079195707457385,34,4.75699817478993,3,Female,Email,1
19,104217,7717.726018881193,0.0306078856988113,14,12.702598835234229,3,Male,Social Media,1
23,34781,997.5190872257928,0.0579546427823042,14,14.80908862490385,3,Male,Referral,1
59,59865,3042.8596143465093,0.2978780561042613,43,4.577684189998155,7,Female,PPC,1
21,28469,6536.094937308202,0.1279623998375756,44,5.735629035884559,4,Male,Email,1
46,65167,1453.635176564524,0.2706192959104479,33,14.526510324964256,4,Male,Email,1
35,144866,6808.222286805579,0.0594651134967266,49,5.691886045671894,8,Female,PPC,1
43,101738,684.3644371221876,0.1333546526888464,14,8.56180444319324,9,Male,Social Media,1
61,39928,3415.8223743003146,0.2885503554397001,17,11.654004160398635,5,Male,SEO,1
51,96521,8482.440111091939,0.0364283529115969,12,6.855998938303446,3,Female,Email,1
27,59599,7765.483774773485,0.1822554423056258,37,5.902815262325685,6,Male,PPC,1
53,36775,6483.1310807481705,0.2765598512019276,7,7.686031017979452,7,Male,SEO,1
31,86504,8717.538324588502,0.2854081781567327,15,11.803038304053668,6,Female,Email,1
48,95918,7121.768487304785,0.2553421683624149,19,5.026353019635538,5,Female,Referral,1
65,90687,5241.813541586949,0.2582209853844433,25,5.586708708218365,1,Male,PPC,1
32,46804,9799.203253819289,0.199133056694065,34,3.2425199051595213,4,Female,Referral,1
25,129122,6979.075189914263,0.0739227013475478,16,10.673453751200258,5,Male,Social Media,1
31,52259,6053.5350504487305,0.2218967779006267,25,13.542031800936664,1,Female,SEO,1
40,145725,4147.81855344029,0.2937314946930297,17,3.193228853049398,8,Female,PPC,1
57,106284,9033.8837359326,0.1625207192551151,43,1.001548287425016,9,Female,Email,1
38,105227,3027.5200464894288,0.0856022341323013,6,6.028424544875227,3,Female,Email,1
33,117556,191.27398268793655,0.1763066096518493,43,6.4472440921958505,4,Male,SEO,1
62,63560,2047.7311720803636,0.2102770033097787,34,9.86502113832734,4,Male,Referral,1
35,47256,1184.2231702293557,0.0704012897330798,11,1.7410694853285875,6,Female,Referral,1
64,26125,3258.0383643134132,0.2185649108067325,46,12.411726882646429,8,Male,PPC,1
41,24370,8276.198906838705,0.1803555290764736,48,8.822808703481757,8,Male,PPC,1
43,24838,6550.143885113574,0.1875814736529351,43,8.416578322003813,5,Female,Referral,1
42,134479,1772.907833413754,0.0987364996245518,40,5.087263988867358,8,Female,PPC,1
62,77429,7909.335038814151,0.0550273749322483,0,5.796378940439576,3,Female,Referral,1
58,23134,5091.776674384087,0.1908004696386405,24,1.3036951327465784,4,Male,SEO,1
46,130995,5175.87477877114,0.1800075668542458,15,11.42944427466166,4,Female,PPC,1
32,63199,3684.910591710646,0.1080235344370034,14,9.268680169670391,4,Male,Referral,1
62,97092,8659.702011738033,0.0958091635883072,10,14.65821335926337,0,Male,PPC,1
18,144925,3251.440308172347,0.1107008938820623,36,5.626645702776845,6,Female,Email,1
42,53822,1031.9836306299176,0.1520661681646578,38,10.16053387556664,5,Male,Email,1
24,113513,3097.0170403222564,0.2926977231822367,2,13.83340680855619,2,Male,Social Media,1
26,40113,7182.000108052069,0.2314337403875998,44,10.819372891745626,7,Female,Referral,1
41,83594,6610.060679352956,0.2570045243579916,44,1.0845026080841125,5,Male,Social Media,1
18,116102,1961.369820180421,0.156638374982024,41,9.667433636910989,8,Male,Referral,1
61,22669,1206.664561138926,0.1625758474158453,38,8.408169707124834,6,Male,PPC,1
25,69427,6642.571008177289,0.069254151816738,19,7.740043405303668,7,Female,Referral,1
41,101617,6796.1306729836315,0.2191032925273127,22,8.519137530564635,8,Female,Email,1
28,32938,3724.88140838465,0.1322593616792844,14,7.178204489159226,5,Female,PPC,1
68,25717,8443.73369693789,0.2253095890571362,17,10.531567373333983,7,Female,Email,1
34,97818,9784.231517619177,0.1286260605806613,38,0.716237090614334,1,Female,PPC,1
25,67659,2135.8877121490145,0.0414699842920333,34,3.234115831799596,0,Female,Referral,0
52,127601,5812.980285489681,0.0601855694579062,28,5.798091617120452,8,Male,Referral,1
52,84575,152.92865713899772,0.2453553226416581,19,7.06367541903137,9,Male,Email,1
50,99737,7159.238520660245,0.0849987819720904,41,2.392052046033135,5,Female,SEO,1
22,36289,4201.392924276846,0.08666278254445,14,12.392116674580558,9,Male,Referral,1
59,44406,2013.365346341332,0.279516746100676,31,13.976174885706971,9,Female,SEO,1
56,142688,7546.997025467324,0.2007143306313863,11,11.392624595736226,2,Female,PPC,1
58,116822,8125.4230958051985,0.0431491906264633,47,13.967861700766468,2,Female,SEO,1
45,32873,1200.5483616417791,0.0516397283382609,11,11.276709902483054,7,Female,Email,1
24,145812,505.8580421965366,0.088986555488881,24,6.895312272664034,2,Female,Social Media,1
26,102048,3407.376572524261,0.1822587494697235,33,6.200428113745987,9,Male,Social Media,1
25,114463,6297.305611034252,0.2283193862726451,7,2.9127910374970436,5,Female,Email,1
29,43461,7954.853319167468,0.0896039686014271,23,1.7534820949244332,5,Female,Social Media,1
51,40710,5506.018716641531,0.2624861908503397,44,3.684465089653305,4,Female,Email,1
50,105488,5849.412885439108,0.041662251876403,0,8.215968117396326,6,Male,Referral,1
65,33448,8018.596395353622,0.070203758732522,24,2.4567336911387727,3,Male,SEO,1
40,35198,5335.549404765718,0.2914348271314345,33,14.291871417515903,9,Male,Social Media,1
41,93158,6150.429453240376,0.0490760104595607,13,3.668285627246086,5,Female,Referral,1
54,126384,5210.551665767937,0.2675522792399051,35,12.587655232225988,0,Female,Social Media,1
52,87938,8816.53651034027,0.2141411718671876,5,12.37287496142299,2,Male,PPC,1
61,70799,2431.61452399238,0.0311952562860949,44,2.547455547881556,6,Female,Email,1
57,121860,2713.5364869510427,0.1502749803809837,8,10.805771290500523,8,Male,Email,1
39,114003,1366.8184698580749,0.1605040124119938,47,12.449650635075962,0,Female,Referral,1
44,54961,8212.720839794776,0.2803204931105928,0,13.322166745776396,3,Female,PPC,1
52,63007,4176.595176567338,0.1321203319923789,8,14.332704260633935,6,Male,SEO,1
18,85470,3544.1500147243137,0.13956144848464,23,13.986500234612308,9,Female,PPC,1
52,72256,9815.352299162849,0.0426202888880497,38,5.011487334042284,8,Female,PPC,1
54,40739,9275.353327753875,0.1953600433969221,17,4.381011226104657,7,Female,SEO,1
64,104054,9722.678053035135,0.071160123007838,47,6.264191036262863,1,Female,SEO,1
31,78186,1508.7600679110592,0.0324846448848749,38,7.242590888457313,1,Female,PPC,0
20,46547,8923.392950166846,0.2991065100205302,17,3.891332745383832,8,Male,Social Media,1
18,114472,3354.2250339357697,0.0881925921092135,40,1.7482063423519223,1,Female,Social Media,0
22,105823,225.30202509743884,0.0509054178873531,27,10.020503131857463,9,Female,PPC,1
43,138301,3973.85352623238,0.2128522086331811,1,3.026491370684931,6,Female,Social Media,1
31,126887,5141.043896066791,0.2482878252173515,36,13.766045389871373,9,Male,SEO,1
56,71431,1171.382193317313,0.0285824730066405,40,4.671429645066419,8,Male,SEO,1
44,45476,5423.0084070551375,0.0405640591662382,35,3.3664504930930623,7,Male,Social Media,1
26,98411,8212.68948334964,0.0361504088387932,47,3.315293209985082,4,Male,SEO,1
32,30686,3838.74441330802,0.0236181979635282,23,4.697293160534945,1,Male,Email,0
32,37536,3591.1835846895915,0.2012423788039423,34,9.37640394526057,5,Female,SEO,1
43,54062,3454.2231602837064,0.1806108250244155,5,14.685596342451614,6,Male,PPC,1
59,68216,9238.63501424855,0.2022139304023805,16,7.550893895052467,9,Male,Referral,1
30,45041,582.705178022971,0.1566434773495125,29,9.195330769357188,6,Female,Social Media,1
68,51653,4506.253805730257,0.2470772287676186,7,12.717691116476296,4,Male,Social Media,1
49,41673,2719.534596082197,0.1685338077245868,41,5.343542947391375,9,Male,SEO,1
56,30367,8948.689551336192,0.2764366110918912,9,3.1082117515672487,8,Male,SEO,1
66,39629,1050.9174094796588,0.150838074426158,15,6.787591298126436,5,Male,Referral,1
69,140756,4173.283390136066,0.2392910117513636,37,5.1210437465823375,9,Female,Referral,1
49,131641,4127.479905107748,0.1281345025682538,25,13.058880767847636,8,Male,PPC,1
21,108636,8895.104733715523,0.1362149294851684,30,14.6801277708446,7,Female,Email,1
47,92190,2233.385105905598,0.2562076931189959,7,10.48059346699558,9,Female,PPC,1
54,45063,6484.46456198595,0.0412213522537223,34,9.979531017935834,8,Female,Social Media,1
40,39322,1430.620656189112,0.1738261489451303,33,10.856206973874794,0,Female,SEO,1
56,104546,9544.359569397371,0.2206375756558478,9,7.281154694241499,1,Female,PPC,1
62,135637,5970.84809679563,0.2276219784709455,39,9.617520480747292,7,Female,SEO,1
32,32693,6299.941630174636,0.1815331228792928,43,1.533284513123931,5,Male,SEO,1
60,29241,4394.356676438674,0.139938700406259,11,7.655008803404265,0,Male,PPC,1
46,49778,3488.5988553965904,0.0856269087213597,40,5.319315995287802,9,Female,PPC,1
53,122379,2205.4966519992754,0.2737336082526954,26,1.271114989129443,0,Male,Referral,1
30,32651,6079.478762939363,0.1172385047811843,18,8.399256463471179,0,Male,Email,1
49,45966,9550.161278947557,0.2417077056746703,25,5.723718917124088,2,Female,Referral,1
24,29275,3661.93044551479,0.0191830277591645,14,9.063900894804243,8,Female,Email,1
68,65606,8843.253197754337,0.0773290722591166,30,7.941110990035974,5,Male,PPC,1
39,21658,1572.8854971877718,0.1102195899363955,45,4.505185017779938,1,Female,Email,1
45,114499,9367.647606729828,0.2047564783599592,36,8.329760096708398,7,Male,Social Media,1
19,92468,3569.814210590958,0.1026059340769483,17,5.992224618459769,9,Female,Referral,1
59,34248,3859.299394774122,0.021995502237599,28,13.856183100605785,2,Male,Referral,1
62,44437,4682.1383446398495,0.0604215796556646,43,5.946682885694109,0,Male,Referral,1
23,59727,7210.618272481737,0.0851579521871045,26,1.0821737222396333,9,Female,SEO,1
45,38201,7224.568993521449,0.0610537691813875,37,11.571804916235056,5,Female,SEO,1
45,61150,4847.926988724686,0.0690801224409286,19,14.473409143876312,3,Female,PPC,1
61,135148,5279.213703207965,0.2329975127952727,20,2.9560653914521726,5,Female,PPC,1
61,109891,397.1038289639976,0.1294897567456334,28,14.605358874823434,7,Male,SEO,1
37,34999,3112.537345427424,0.1275019809536983,42,9.449310929280614,3,Female,Referral,1
47,140703,3525.5690348830335,0.2903158376312509,14,12.787094410916014,3,Male,SEO,0
28,26376,5631.399960385018,0.139543533003818,21,7.356982368455246,5,Male,Email,1
45,71673,5627.167696975915,0.2790208584343945,22,9.526562930766708,1,Male,Referral,1
42,23476,7128.007997505944,0.0967282984828372,3,12.695338991612228,2,Female,SEO,1
56,137393,7198.570232559001,0.1261816153722102,23,14.75060064764697,1,Female,PPC,1
50,89902,2428.5861696996217,0.124922173259564,13,3.179560611211532,8,Female,SEO,1
18,134510,7724.852795937764,0.1683628613712468,36,13.531825997136854,3,Female,Social Media,1
44,111269,294.0753236581923,0.1794317143476461,20,10.175442540620518,2,Male,SEO,1
69,97994,7190.002657606533,0.0819562584222579,42,14.229486533040324,1,Female,Referral,1
30,82878,1110.404924842289,0.2401394326209644,38,5.112548693030206,0,Female,SEO,0
58,118331,7323.517263370069,0.1539925268562698,12,4.017612137733304,1,Male,PPC,1
20,40615,5318.469096627203,0.0120426305204541,18,5.800090190505322,3,Female,Email,1
56,31164,4428.819556762612,0.1814887836618372,25,13.325239928866695,3,Male,Social Media,1
23,59316,6937.597258638148,0.2414372380434495,35,7.1646741435851515,6,Female,Referral,1
25,88560,460.07125409760386,0.0826353539664827,43,14.296397353170176,2,Female,PPC,1
44,49559,2312.3562241882255,0.0209825927149585,45,4.013931371459348,6,Female,Social Media,1
26,82968,6202.757410429775,0.2440818101387095,32,3.6978615837483098,3,Male,SEO,1
54,86800,8487.432525645097,0.2931202476317718,39,10.33688236229054,8,Male,Social Media,1
50,29047,3872.965605756658,0.0322034482528216,15,4.729118659630814,6,Male,Email,0
68,64985,2661.738579072215,0.2820306741244591,18,2.372745181609949,1,Male,Social Media,1
59,92123,5235.490714311044,0.1141895794730579,36,5.951105788208576,8,Male,Social Media,1
61,26577,6260.92099862973,0.2830174864905453,13,4.359403681630583,8,Female,SEO,1
41,103171,4259.02001091689,0.1981634039607095,43,6.488229935823489,1,Female,SEO,1
32,131100,8779.435758331574,0.2681708506100398,43,3.204409440674151,7,Female,Referral,1
49,23870,5282.043217714133,0.2378915772649098,29,14.37625205766021,6,Female,SEO,1
49,54094,454.65351694879166,0.0181193454179817,30,12.12390981108774,0,Male,Social Media,0
41,75329,2308.234151591285,0.0289783256742656,19,12.693068331269489,0,Female,Email,1
58,29217,4561.405606086364,0.1624659354843777,43,4.817973721221428,7,Male,SEO,1
69,135049,7007.48263826764,0.0475895157550246,42,12.923001137841016,9,Female,Referral,1
66,103138,2275.5472135466293,0.1436999293555739,46,9.066366917166004,4,Female,Referral,1
66,86141,9764.94865320247,0.2868427865836956,6,1.322604384083288,8,Female,Social Media,1
69,42343,3253.726756062026,0.0954796133908004,41,2.722290855559244,2,Male,SEO,1
29,148307,5371.554047919825,0.1517846870065648,36,6.966457486744621,2,Female,SEO,1
56,70822,287.76720883730763,0.1214352927197401,46,6.209882114286802,7,Female,Referral,1
19,33003,8860.418142164963,0.192649819631992,1,12.031538732011388,4,Male,SEO,1
20,128793,7909.463069899316,0.066215029888952,21,13.16820645849578,0,Female,Social Media,1
66,79538,2035.0342425263675,0.0853823941389421,12,13.04149186698782,8,Female,Email,1
54,52089,9339.043243274444,0.2590426768955629,45,5.941692203931359,1,Female,Social Media,1
66,73595,3226.813661594306,0.2452875049194981,37,9.718731020107386,6,Male,SEO,1
34,103197,6952.644254963159,0.2388650097724857,30,7.707823056841955,7,Male,Social Media,1
66,102318,8207.865548364338,0.2335666867021898,0,13.389329128094944,3,Male,PPC,1
19,50029,7435.053166248091,0.1432368731038579,46,13.390092765739904,2,Male,PPC,1
19,99023,9184.069561895429,0.2213783240343403,42,1.2811476137057425,0,Male,SEO,1
45,71324,8656.320127373014,0.1222893971829141,12,8.796032166917437,9,Male,SEO,1
40,71962,9946.65398950694,0.0392057782549492,16,7.800261308645882,6,Female,Email,1
54,133037,1907.8529845038408,0.1240786460781787,3,11.670686228008597,6,Female,Social Media,1
49,59042,3117.1418321443302,0.0560122828260999,42,3.339216880910442,8,Male,Email,1
50,107601,6398.636087573137,0.1233469873834277,30,10.577475347840815,5,Male,SEO,1
18,96380,7357.167140326678,0.096253312455237,32,11.20984066549705,3,Female,SEO,1
36,104859,5392.590040101521,0.1837565934496982,13,0.8878172252654638,0,Male,Referral,1
19,110933,831.8908123774877,0.1148467204945427,20,6.753390394214803,5,Female,Email,1
61,65957,8431.792745323783,0.2146210023799617,21,14.694724977486723,1,Female,SEO,1
43,102864,9612.656124610594,0.1585225375038183,4,4.858765441124604,9,Female,PPC,1
49,146358,4114.616753881308,0.2766527607694659,36,13.325716849423005,8,Female,Referral,1
23,63739,2325.6435688185757,0.0363973762516122,31,9.009905197612214,6,Female,Social Media,1
49,58733,291.20617412466663,0.2094356647059863,2,4.799892193791721,0,Female,Referral,1
21,65389,2449.2604573264944,0.2049950944953114,40,12.621812728000677,3,Male,Social Media,1
28,49715,7029.19587090038,0.2856816987496832,12,14.86459477120112,4,Female,PPC,1
34,59116,9124.734937960033,0.1177500414426592,10,11.259084463501814,2,Female,Social Media,1
55,76922,1025.7793576744816,0.098577011216527,49,1.388761865518711,8,Male,Email,1
41,76251,5577.265952903106,0.0599940988219604,41,1.259953718611134,8,Male,Social Media,1
22,81794,6985.75936026714,0.0869336694530351,37,7.627555321179108,8,Male,Social Media,1
69,37580,2836.1701289520593,0.1555483240989902,23,0.5879704346491599,1,Female,Referral,0
51,135900,5741.98068778599,0.2529367589683933,8,10.30125237600754,2,Male,PPC,1
23,20823,7180.959417457151,0.0924431150093859,12,0.736383696571143,9,Male,Social Media,1
39,148001,8393.420507040231,0.0557452138306432,21,14.609443384973876,6,Male,Email,1
28,112008,4579.748523117811,0.0889172566115089,17,13.269170993196637,5,Female,Referral,1
65,27084,7503.78646729771,0.0392688227582605,9,12.322986236562958,7,Male,PPC,1
33,97991,3087.651420224512,0.2787416707293189,46,12.279976362551889,0,Female,PPC,1
50,30607,2209.1627930443706,0.2630610040864516,11,12.598438766669798,7,Female,SEO,1
26,102455,1954.4060862976075,0.0994625979256941,29,6.796711725080674,0,Female,Email,1
23,132540,3652.8400450746894,0.0816264666202414,46,11.981921553961968,5,Female,Referral,1
33,104930,455.2088497096055,0.2725652210788255,45,5.823679533549838,7,Male,Referral,1
46,134540,2901.619192885972,0.0105138658830772,18,12.801602269626033,9,Male,Email,1
20,96355,6557.005961987959,0.1841674831174905,18,9.4605100565077,6,Female,PPC,1
37,142225,6514.398566885354,0.2756410906742444,9,5.696002862215592,2,Male,Social Media,1
53,31969,828.1826842657632,0.1574816717828423,0,11.309360903317492,6,Male,Email,1
36,83059,2945.4146090981394,0.0108604182838938,6,4.020952128453675,2,Female,Referral,0
43,37333,5738.620880311425,0.0734727145216951,10,14.487627112242386,2,Male,Email,1
20,97236,3253.6661612807184,0.2775080622286608,3,10.138804765694044,4,Female,PPC,1
36,147182,4238.081439469847,0.0149365030121504,35,6.317430136060223,1,Male,SEO,1
37,117328,7156.826495446064,0.1244861321583284,20,8.485558668564952,0,Female,SEO,1
49,118847,191.74161162063743,0.2390259706365636,21,11.194738184297194,3,Female,Social Media,1
24,56668,2836.2960864754623,0.2530463881686509,9,12.06117115272747,3,Female,Social Media,1
69,31945,1509.485213471665,0.1485063004623143,22,14.636901111753716,3,Male,PPC,1
58,122528,1363.3309093684682,0.0774202880025272,4,3.529882882074659,9,Female,Social Media,1
50,66526,9594.498142827746,0.1839143681289861,47,7.814360818032827,9,Female,SEO,1
57,67717,3827.947282467936,0.0864956291516174,11,1.826136695483003,8,Female,PPC,0
56,79426,5318.176990605434,0.0840266348188157,29,1.6929748088691203,2,Male,PPC,1
35,121170,7364.836681989363,0.2442039313851338,32,2.0128230830672686,5,Female,PPC,1
57,104166,569.7300011144969,0.0547370922360178,36,4.26280440546674,6,Female,Email,1
18,136524,2486.1241217212137,0.0116012287365773,17,10.59685118366692,6,Female,Social Media,1
28,126572,8338.263094702754,0.1076648129316962,3,12.986452313471942,4,Female,Referral,1
45,110480,8633.707070461023,0.1523824469485586,26,6.821936461411408,1,Male,SEO,1
42,108896,3792.21411434394,0.2144733136496438,46,8.550446944673153,1,Female,Social Media,1
67,98349,3811.129836552506,0.2365234247052436,22,3.492321523765175,8,Female,SEO,1
40,135036,7593.279083377931,0.2024205712287527,5,11.970677531148583,0,Female,Social Media,1
48,24601,3021.195244823705,0.1916875752919087,6,13.3811346398365,0,Female,Referral,1
47,32930,1259.231403285981,0.2030671294726361,18,7.541153860373154,7,Female,SEO,1
59,24333,2649.600957381776,0.0887426900985187,45,2.8326769737321316,6,Female,Referral,0
52,90935,3934.712843194171,0.1208847836597246,14,0.5739739864183563,8,Male,SEO,1
24,140384,616.8266249914728,0.1887665852898737,47,8.277961762195181,5,Male,Email,1
33,37839,4838.93451658173,0.0290154915026521,21,7.715719581224532,2,Female,Email,1
43,71337,7426.074376450507,0.0956443515196781,31,13.924225323629134,1,Female,SEO,1
65,60204,5186.07693035657,0.1278614939797193,14,1.0290223723835177,6,Male,SEO,1
69,40195,811.763871093619,0.1646977980276414,5,2.659797145210756,0,Male,Referral,0
66,47848,4457.48135032499,0.1510798111346787,5,3.366455507286709,7,Male,PPC,1
19,109229,7118.155619624044,0.2182582446646581,5,8.433307100492247,7,Female,SEO,1
18,133251,675.1568745028803,0.1472937358707737,11,4.628675194438785,8,Male,Social Media,1
65,132265,692.4871782961964,0.2721976953092467,1,3.482345780379742,8,Female,Social Media,0
29,149703,3768.953891491728,0.120292319224201,24,7.959024250807399,8,Female,Social Media,1
22,60854,2030.14324482472,0.1623577947910853,3,1.0894713287272515,6,Female,Email,1
54,121986,9354.32983395336,0.0109310129845877,5,14.6410145450369,2,Female,Referral,1
49,70998,5855.301677023457,0.1000386073693949,41,12.984769945563894,9,Female,Email,1
26,87390,2944.5214541183723,0.2613061634210578,36,4.443439312159553,5,Male,Social Media,1
58,51558,7077.289618238013,0.1067371544329245,37,5.3744676093646495,5,Female,SEO,1
52,22985,3811.797608457355,0.0834240366664139,13,4.065523599455561,1,Female,Social Media,0
36,81794,1407.9448793521992,0.1676257191082442,46,13.96178629883928,3,Female,SEO,1
65,63585,2448.599075451446,0.032831728548201,18,9.97135899407601,1,Male,Referral,1
33,104814,6463.198116147819,0.1641654881786158,6,8.057092720679535,2,Male,PPC,1
20,60264,613.5734493702174,0.0980630814902346,17,7.874694396361904,6,Male,SEO,1
37,53326,2799.6214964758306,0.1210998380635723,43,2.9058492137423104,7,Male,Email,0
41,104816,2162.283628657529,0.239495851257772,7,14.45837398736177,0,Female,Social Media,0
50,79261,2091.2375956976666,0.2019695653980943,27,13.76166285489899,7,Male,Social Media,1
41,54022,6859.347878562114,0.1393707670059144,20,14.3101052695815,7,Female,Social Media,1
69,35667,8275.587475868208,0.1774797307946324,34,4.7185170040513915,6,Male,SEO,1
28,38065,7187.079419836161,0.2323890390428664,46,7.411403647535277,6,Male,Referral,1
66,134382,6492.70537642507,0.2262772861068946,9,8.0244294211139,2,Female,SEO,1
25,148145,9172.872540996854,0.0637432960598417,27,7.600282816769315,8,Male,Email,1
53,107191,678.0845662005387,0.0972665743797693,18,0.778247670682287,2,Male,Social Media,0
55,30006,1758.0825511647831,0.1109887099801473,43,12.58066480793181,6,Female,SEO,1
57,91819,4202.627871138268,0.0643872641014512,34,11.324909907408266,7,Female,Social Media,1
37,127158,3787.2712706882903,0.0135268216618282,27,7.384573964875112,1,Male,Email,0
